Year,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
198804,0.9206,2.603,3.4698,2.503,1.595,1.6782,1.8107,2.9152,2.7529,2.3151,2.2074,0.2246,0.3027,0.8381,-0.7521,1.044,2.1977,-0.6867,-0.5756,1.2896,1.5357,-0.0439,1.1149,1.2191,1.4394
198805,-0.8072,-0.6327,-2.5339,-1.0832,-3.3914,-2.6948,-1.572,-0.6307,-1.3194,-4.1986,0.9367,-0.9271,-0.4733,-0.7944,0.3602,1.5134,-0.5848,-0.9615,0.5552,0.114,1.8348,0.3858,0.7457,-0.1888,-0.1879
198806,3.6425,5.7831,6.2004,5.5901,5.6132,5.4405,4.7006,8.5663,9.5521,8.3459,4.5615,5.688,5.2235,8.1585,7.498,3.6048,5.7443,6.8231,7.9276,9.8615,0.8125,5.1011,6.806,6.4726,8.4939
198807,1.1119,-1.0689,0.4495,0.8185,-1.8665,0.6575,0.4605,-1.0783,-0.7325,-2.4804,-1.5201,-0.5832,-1.3931,-2.9314,-2.6087,-1.4162,-1.957,-0.8496,-1.7112,-4.236,1.0909,-0.6666,-1.0739,-0.3986,-1.5961
198808,-1.4212,-0.708,-2.9478,-1.5073,-3.8283,-0.0274,-3.1809,-2.8131,-2.8612,-3.2977,-0.589,-2.2734,-2.5188,-1.0179,-4.5824,0.3432,-2.0436,-2.2812,-2.3749,-3.9375,-1.3674,-3.1787,-2.9384,-4.6131,-7.5499
198809,0.7499,1.2999,3.4784,3.303,1.3127,1.965,3.5556,3.8672,1.7028,2.0365,2.02,2.3624,3.5875,1.6817,2.5919,2.8316,2.9297,3.486,3.1388,4.8184,2.6998,4.3733,5.3437,6.1225,5.2125
198810,-0.5071,-0.9999,-1.9724,-1.3036,-3.1053,0.5538,0.3491,-1.067,-1.2865,-2.1444,0.8348,1.8548,1.0353,-1.4046,-1.3892,1.2671,0.4514,0.3846,-0.388,-0.8776,3.3772,3.0505,1.7927,3.5425,0.8855
198811,-1.918,-2.6486,-3.7484,-5.315,-5.9813,-0.4564,-2.3022,-3.4656,-3.285,-4.9182,-2.5647,-1.5845,-2.0863,-2.6583,-4.4871,-1.6133,-1.5257,-2.7696,-2.7824,-3.1458,-0.5565,-1.5794,-0.9529,-1.8638,-3.3915
198812,1.05,2.6635,1.4068,3.712,3.9523,1.1992,3.9729,2.3193,5.9173,4.3805,2.0116,2.9468,2.5413,2.6968,5.5369,0.8157,2.6749,1.3419,3.5302,2.7482,1.3955,1.7711,2.1934,1.8186,2.031
198901,2.9278,5.6779,4.1168,5.4456,5.8174,1.7191,4.6652,4.16,6.602,4.776,2.5955,4.166,6.0027,5.3684,7.3239,2.9171,6.3584,7.6605,6.4337,5.7983,5.5197,6.7979,8.1524,8.442,10.1677
198902,-0.087,0.6872,1.3104,1.6023,0.2104,1.6217,1.9293,1.8265,1.3637,0.3425,0.1318,0.2286,0.906,0.9882,-0.2464,-0.9129,-0.5736,1.2194,-0.3032,-1.1391,-2.5654,-2.3632,-2.9553,-2.9071,-1.7845
198903,1.9794,2.8205,2.1723,3.164,2.4763,1.3236,1.8638,2.134,3.6459,2.3255,1.8335,2.0879,1.1416,2.6519,3.1014,0.3252,2.3268,2.6737,0.0635,2.4433,3.1995,1.6157,2.5836,3.1256,-0.3894
198904,1.8037,4.0202,0.7518,2.4162,3.5073,5.1084,4.5111,3.5947,3.5396,4.4129,3.5723,4.7981,4.4571,4.6929,5.0011,5.1308,5.6984,5.584,4.3844,5.6336,4.7546,5.4343,5.2082,5.3453,3.8898
198905,1.5546,2.9645,2.4612,4.2781,4.163,2.1081,3.0504,3.0422,2.0689,5.5204,3.8309,4.5919,3.8783,4.7107,5.6553,4.2053,4.0204,4.129,2.9046,7.287,4.3672,3.0669,4.3087,5.0909,9.0103
198906,-0.4572,-1.4346,-0.1111,-0.6666,-3.5433,0.5242,-0.5452,-0.3735,-2.2032,-3.4253,1.98,-0.1375,-1.1767,-3.0895,-3.4007,1.8159,-0.1196,-0.413,-1.1099,-2.466,0.9739,-0.0831,-1.4854,-1.5728,-3.3123
198907,2.2449,2.5342,1.8674,4.1921,2.4231,2.2837,4.2905,3.1702,3.9432,6.3231,4.1675,3.928,5.9141,4.5406,5.6708,5.6764,7.7328,8.4131,8.5499,7.4012,6.7082,8.9131,10.108,10.4213,11.75
198908,1.8178,2.0168,1.7084,1.2248,2.1064,2.358,2.0453,2.3093,4.2561,4.5287,1.4334,3.9144,3.4674,3.5463,3.2534,0.9242,4.1786,3.0876,2.8669,6.5918,0.0134,1.8741,2.3048,2.6896,1.7332
198909,0.3641,0.3092,-1.783,-0.4638,1.0583,0.8872,0.4303,3.3475,-0.3886,-0.6818,0.8602,-1.3557,0.4051,-2.5992,1.2993,0.1664,-2.6354,-2.4284,-2.4265,1.2249,0.8668,0.5419,-0.3706,-0.5268,0.2296
198910,-3.1694,-4.9564,-6.6818,-7.8004,-6.8206,-3.2944,-4.0782,-3.8555,-7.6863,-9.1877,-2.1431,-3.7245,-6.0852,-6.1832,-7.359,-1.7748,-3.3019,-5.8732,-7.1019,-6.216,0.6167,-2.1863,-2.9771,-3.4243,-2.665
198911,0.5287,-1.017,-0.5154,-1.4109,-0.8956,1.3574,0.7264,0.6797,-1.5567,2.2584,2.058,0.5658,0.9805,2.1272,1.2341,2.4528,2.5957,0.3908,1.7818,-1.0674,3.3557,1.365,2.0743,0.7606,1.9985
198912,-0.8188,-1.6497,-1.1396,-0.4745,-2.5052,-0.3969,0.5576,0.4867,2.2948,-0.1598,1.7468,0.8081,-1.6004,0.0581,0.6504,4.0679,1.6671,1.0839,1.8786,0.17,5.5299,2.1211,1.9266,-2.2083,-0.2204
199001,-4.1593,-6.6804,-8.2126,-6.4753,-8.2949,-5.292,-7.4224,-8.9875,-10.1373,-11.6698,-6.7192,-7.1372,-8.3672,-9.1043,-10.961,-5.7032,-8.2033,-9.9882,-6.9789,-8.9421,-6.3127,-7.791,-6.4821,-5.8961,-5.8304
199002,0.1052,1.5147,2.7005,3.7359,2.6884,1.878,2.4305,1.6731,4.9009,4.437,1.489,3.7478,2.3742,3.3906,3.0197,0.6638,2.1726,0.81,2.8885,3.5518,0.1954,1.5112,1.4614,1.8288,4.9236
199003,0.7307,1.275,0.8312,3.5255,4.1973,1.4825,1.3983,4.311,5.0071,6.1086,0.7165,1.1304,3.5667,3.7351,5.2312,0.5369,3.0612,2.2016,4.5381,3.4469,0.9016,3.2047,2.0062,2.9859,4.46
199004,-2.1899,-2.7372,-2.6543,-4.0275,-3.5115,-3.8192,-3.3268,-1.4019,-3.8954,-3.7171,-4.0654,-4.3196,-2.6746,-2.59,-5.0567,-4.844,-3.1353,-4.4709,-5.8047,-4.3049,-2.9643,-1.7461,-1.6549,-2.8462,-0.8468
199005,1.5504,4.6617,4.989,4.221,7.9563,2.8641,4.23,6.204,8.1816,11.6067,4.2434,8.0874,6.6764,10.1442,11.375,7.2472,9.1394,8.7205,9.299,14.0771,7.5795,9.5442,9.1878,10.9835,16.0695
199006,-0.054,-0.4039,1.5205,-0.0193,2.1905,-0.7702,1.3944,-2.1351,0.5701,-0.4734,0.2805,0.0963,0.9861,0.4855,-0.173,0.7845,-0.8619,-1.3673,-3.0417,-0.1339,-1.3841,-1.3877,0.2506,0.9286,1.6137
199007,-3.5129,-3.2997,-5.2206,-4.564,-5.791,-3.09,-3.342,-3.4171,-5.0426,-5.3366,-0.9008,-2.7579,-3.0535,-4.9846,-6.6429,1.0607,-0.7169,-3.1779,-4.8592,-4.7366,2.9071,-0.4833,-0.9531,-2.5065,-3.2026
199008,-9.5756,-12.0319,-12.9116,-12.5742,-16.9921,-7.4654,-10.3976,-11.5423,-14.6234,-17.2631,-7.2789,-11.5166,-11.1196,-12.8914,-15.8608,-6.1673,-9.1528,-10.18,-13.1012,-13.8944,-5.3554,-8.5099,-9.3286,-11.2661,-12.2296
199009,-5.5898,-6.9873,-10.5094,-9.5846,-12.5252,-4.9042,-7.4607,-8.5665,-8.8063,-14.3216,-3.5796,-7.9166,-6.7933,-11.0197,-10.9556,-0.9275,-7.2205,-9.3296,-9.105,-12.6402,-0.5764,-2.3281,-8.0788,-6.88,-7.2406
199010,-5.3127,-5.6808,-5.5654,-7.4573,-8.3843,-4.4654,-5.2269,-4.6915,-6.0004,-7.4005,-1.2351,-5.4557,-3.5432,-6.5265,-6.487,1.6072,-4.5482,-3.4823,-4.5759,-5.6689,2.578,1.1019,-1.9421,-1.398,-2.7624
199011,1.531,2.7347,3.7735,1.3523,5.4558,3.3139,5.7292,7.3981,9.6965,11.3549,5.1406,8.2354,8.7871,11.9047,12.8,4.7031,6.6845,13.0064,11.5065,13.2061,3.3009,5.7779,7.7396,8.1833,12.551
199012,0.0979,1.2461,1.0214,1.5623,-2.2267,2.3609,4.1573,6.2211,3.8254,6.4001,2.9528,2.412,4.5614,7.9626,7.1336,2.1845,3.2737,5.5048,6.2607,5.0717,1.0702,2.4208,3.7834,3.8662,3.9678
199101,4.1494,6.8081,9.8344,9.9475,12.9718,1.5049,4.8361,9.2105,8.5927,12.6597,0.9144,7.4316,7.7674,11.69,10.2037,0.4739,5.3622,6.2923,10.848,10.1457,-1.1786,2.7168,6.6908,10.2881,10.9387
199102,9.3857,11.4707,14.2608,13.4826,16.4506,8.9122,11.9758,11.4519,12.7891,11.1364,7.5358,9.3427,8.786,8.9507,12.383,6.5852,10.0162,9.6533,7.4703,10.2557,5.8681,5.6078,7.532,9.2177,8.6068
199103,5.5655,7.1202,6.024,10.2452,10.7565,3.8997,6.057,6.4531,6.0634,7.1818,1.6991,4.3279,3.3111,6.7818,9.0554,2.3223,2.5338,5.2286,4.3165,5.9079,2.2389,1.2381,2.9333,3.008,3.9317
199104,1.0803,0.8859,0.4281,0.9591,1.402,2.106,1.8439,1.3977,-0.1244,-0.9669,1.6745,1.4672,0.8313,0.7442,-3.3429,0.4942,2.3877,0.1906,0.4051,0.8539,0.4424,-0.4549,0.645,-1.21,2.2826
199105,2.9299,3.5817,2.5079,4.1893,3.2472,2.4355,3.8697,5.278,2.6978,6.3945,1.5218,4.4674,4.7637,4.7465,6.8327,1.8737,4.2832,4.3628,6.9089,7.5983,-0.5029,3.6013,5.8668,6.0108,6.1041
199106,-2.4815,-3.7626,-4.7109,-4.9954,-4.6068,-1.4312,-1.5601,-4.2637,-6.0159,-6.0787,-0.5691,-3.2319,-3.2839,-5.2955,-6.8271,-2.8173,-3.5143,-4.9068,-5.1413,-6.8701,-2.3477,-3.2307,-5.1781,-7.716,-5.9529
199107,2.288,2.4525,3.0304,3.1659,3.4184,1.9172,1.725,3.8133,3.9453,4.3636,3.1545,4.2749,3.9982,5.2568,8.8752,2.503,3.1774,4.8206,4.9627,9.2316,3.7353,5.4331,3.5894,6.9177,4.3598
199108,0.9828,2.8564,1.1998,3.0554,5.1457,3.0449,1.9596,4.0691,2.9705,3.2539,1.8196,3.3057,3.7194,4.1484,8.4097,3.0104,1.8188,2.0727,2.2734,3.4836,1.4678,2.5892,3.4189,2.8528,5.7926
199109,1.121,-0.3113,-0.5421,0.3027,2.7747,1.8905,-0.5365,0.4477,-0.1509,1.8982,1.6247,-1.1003,-0.6264,-1.4682,-0.7214,2.4177,-2.6137,-1.8255,-0.7699,0.4107,0.9168,-2.0763,-2.2967,-3.1482,-4.4834
199110,3.1701,0.231,2.4533,3.487,6.1457,2.0893,0.2535,1.1183,1.3354,2.0461,1.1099,1.9742,3.2465,3.9949,1.5472,0.363,2.4783,3.221,2.9756,-0.0999,2.5929,1.6349,1.4106,-0.7745,-0.8123
199111,-0.5771,-3.0087,-2.3631,-3.7169,-2.7993,-2.7595,-0.0213,-4.0685,-6.9022,-7.3279,0.1003,-4.016,-5.8868,-5.2748,-6.3621,-0.9708,-2.9378,-4.4959,-5.0678,-5.689,-2.5187,-3.2447,-5.3631,-3.9076,-3.8598
199112,1.2268,2.7299,4.4079,5.3513,7.0168,3.4137,4.8579,9.4857,9.3653,10.4757,4.6544,8.7192,11.2551,11.4556,17.9232,4.331,9.3512,13.5361,15.0276,13.2534,8.2355,11.4639,15.301,13.3145,12.6082
199201,8.9826,12.5287,14.6541,13.4367,18.5413,2.2318,5.8753,9.0634,5.9579,11.4472,0.7448,3.395,4.6172,7.3966,5.9674,-3.3113,1.0541,0.877,2.419,7.3421,-4.2928,-3.1391,-0.9836,0.7231,6.7141
199202,4.2421,4.8096,6.2877,6.7797,3.4444,3.0864,1.9932,3.8986,4.2991,2.3508,0.6736,2.0171,2.5337,6.4731,3.8376,-0.4894,1.4235,2.7563,3.1159,3.9487,-1.3737,0.2466,2.2051,4.8691,1.8361
199203,0.9899,-2.166,-1.2521,-2.4367,-5.1375,-0.576,-0.7541,-2.8727,-3.1741,-5.2251,-0.7559,0.5481,-2.8232,-1.6669,-5.4852,-2.128,-1.7273,-1.3161,-6.6821,-3.5464,-1.6423,-1.7402,-2.8938,-0.4141,-6.4715
199204,-1.3472,-2.7162,-3.3303,-4.016,-7.5209,-1.5116,-1.3304,-2.3563,-3.3976,-6.9096,0.6035,1.2324,-0.8548,-1.8435,-5.3524,0.7965,1.2386,2.3971,0.196,-0.903,5.5609,3.1192,2.0403,-0.4432,-3.9573
199205,1.8797,0.029,0.3035,2.7879,-1.4685,2.5743,2.2613,2.7053,1.0246,-1.3951,2.2946,1.3827,-0.4917,0.6072,0.9848,1.3004,1.3318,0.5402,-0.8684,0.9307,0.6935,0.7021,0.7893,1.1719,-3.7974
199206,-2.1879,-5.351,-3.9538,-5.1989,-7.26,-1.2657,-2.3056,-5.4861,-4.8555,-5.311,0.0529,-1.2225,-0.8104,-3.3792,-8.1858,0.2397,-1.2488,-3.5112,-1.4241,-3.8455,0.2435,-2.7693,-1.4806,-2.9511,0.957
199207,3.0038,2.3542,2.5822,3.0016,1.4097,5.6964,0.9247,3.2455,3.009,3.778,4.5095,3.4175,3.2677,6.0112,5.2041,5.8866,3.633,3.859,3.0725,5.8202,4.6599,4.5935,3.1163,4.992,1.4942
199208,-0.889,-1.2583,-3.4742,-3.2965,-6.0022,0.8385,-0.7274,-1.9692,-2.6187,-4.8521,1.3083,-2.3255,-2.9002,-4.4227,-5.118,0.6054,-1.3335,-2.2895,-4.4999,-3.8901,-0.5577,-2.3562,-1.515,-4.9394,-4.3939
199209,1.6802,1.6842,2.7508,1.7939,-0.9244,1.4992,2.1584,2.2966,2.7459,3.1259,1.9085,1.5716,2.1228,0.8572,2.4202,1.0558,0.6642,2.1019,2.6657,1.449,0.3855,-0.1962,2.9408,4.3062,1.7529
199210,1.2121,2.2904,0.6639,2.8699,2.8569,-0.1187,1.3828,1.3131,3.2308,6.0314,-0.2094,1.8449,2.1674,4.0674,7.6915,0.0194,1.2517,3.9331,3.5657,7.1104,-1.8171,1.3026,-0.0521,2.8172,5.1913
199211,5.1055,5.2799,7.0914,10.1818,11.523,0.9722,5.9689,7.8781,7.1349,9.7475,1.7843,5.7353,6.9493,7.0294,11.3294,0.3934,3.5386,4.7211,6.2269,10.2476,0.385,2.1604,5.9173,6.2206,10.4056
199212,3.1685,4.3966,3.5488,6.424,2.5887,2.494,3.3718,2.8086,4.6907,3.3477,2.962,4.4528,2.8999,4.8817,3.7244,3.2757,2.0116,2.2672,3.1236,4.7432,0.5129,1.308,1.0704,2.17,2.3233
199301,6.1904,6.5017,7.0268,5.0695,5.099,2.8592,5.0224,3.0836,3.8284,3.1141,1.3338,2.2573,3.2733,1.7371,2.4779,2.3621,1.4432,2.9642,2.2179,2.9772,0.8003,-1.3596,-0.1489,4.5115,5.6557
199302,0.4153,-0.1577,0.0688,-2.9607,-5.7664,3.2849,1.58,-1.2442,-1.6868,-5.0641,2.7052,1.9604,-1.9351,-1.4965,-4.7037,3.4334,-0.0396,1.0676,-3.6827,-0.7463,5.1017,0.2386,-0.6846,1.6543,-2.7722
199303,3.5594,5.2935,3.4955,1.5454,2.049,3.9073,3.0678,2.3658,3.3766,1.1111,4.8441,2.7381,4.7111,3.7747,3.794,3.9298,3.1869,3.2116,2.0272,5.5303,1.6458,1.2611,2.5374,3.712,4.1449
199304,0.4962,-2.8258,-2.7102,-3.1979,-3.9128,0.1997,-2.3434,-4.1895,-3.8141,-4.3299,-0.8641,-2.9326,-2.6087,-2.7577,-4.1792,-0.427,-4.524,-3.076,-1.2944,-4.6268,-1.5749,-0.9214,-5.2876,-3.4391,-5.0686
199305,2.0491,1.4712,2.7407,5.7519,6.2931,0.1972,2.6848,2.0187,4.6076,8.2408,1.1437,2.7267,4.4832,4.0232,9.5194,1.7716,2.2751,2.7149,4.7593,7.628,0.6879,2.2822,3.9966,5.0748,2.9097
199306,2.5242,1.3588,2.1428,-1.161,-0.5727,0.9544,0.3497,0.2563,-1.4034,2.0615,1.8516,-0.3577,0.7027,1.5621,-0.0951,2.239,1.045,0.7725,0.2346,2.7969,1.7855,-0.4027,-0.8012,0.7847,1.9739
199307,0.5744,2.8043,1.6621,3.2968,0.1257,2.9537,1.9744,-0.2633,2.5992,1.012,0.8147,1.1198,0.457,0.0007,-0.1584,1.8578,-0.3716,-0.6471,-0.617,-0.7051,0.7017,-1.4041,-0.0795,-1.8291,0.2116
199308,3.9884,3.5427,4.3755,2.8821,4.27,5.1254,2.4288,4.3643,4.5705,4.0463,4.4833,2.1192,4.2936,3.2951,6.3799,5.0664,4.5488,2.4602,4.9841,7.1377,4.1494,3.0314,2.8699,5.0287,4.2112
199309,2.2352,2.4053,2.1245,2.6057,3.6288,1.11,1.3232,3.5309,2.4868,3.9365,0.7562,0.8359,2.6284,0.6394,2.8293,-1.9051,-1.2971,1.0658,-0.5166,3.7139,-0.1999,-1.4727,-1.8407,1.2232,3.2132
199310,3.2481,4.5962,3.4208,3.2422,6.2495,0.4122,1.146,1.266,1.7144,5.0169,-2.6478,1.4717,1.9756,2.0509,0.7444,-0.8201,1.7177,1.298,2.338,-0.3389,0.2819,2.9086,3.3867,1.4787,-3.7613
199311,-3.0115,-3.6476,-3.2587,-2.138,-2.1968,-6.448,-4.3069,-1.4405,-3.0125,-2.8002,-7.5345,-2.564,-1.6609,0.0585,-1.5099,-5.682,-1.382,-1.9539,-1.2608,-2.7609,-3.0473,0.3481,0.6763,-2.2002,-1.2885
199312,0.5509,0.7397,1.8613,1.4709,0.3198,2.6061,2.4887,3.1725,6.1147,2.1272,2.1897,4.7678,5.1007,4.8611,4.8998,4.7689,2.8335,2.4183,5.0126,3.8116,0.2624,1.5694,0.9074,1.734,1.1236
199401,4.2652,5.4013,4.8291,5.022,5.0631,0.6154,2.6117,2.9321,0.8914,5.4082,0.6406,1.1253,4.2756,3.4704,2.462,1.2735,2.4713,3.8909,1.961,3.8203,1.6396,2.6444,3.4799,4.731,6.386
199402,-0.5949,-0.4187,-1.2823,-0.5741,-0.9847,-1.7466,0.2902,-1.7654,0.1394,0.0501,-2.7443,0.1625,1.0851,0.6264,0.6939,-4.0195,-1.3655,-1.6471,-1.4445,0.8998,-4.35,-3.3051,-1.2927,-2.6045,-3.3168
199403,-4.1546,-3.69,-4.6525,-4.6514,-5.1111,-4.4444,-4.5308,-3.6943,-7.2997,-6.5198,-2.372,-4.0165,-5.1697,-6.37,-6.1771,-3.2316,-5.0641,-5.7249,-5.4307,-2.4575,-2.711,-4.1957,-4.8105,-5.4887,-4.0962
199404,-1.033,-0.1301,-0.3915,0.3785,-1.9318,0.5369,1.5985,1.5008,0.1774,1.1937,1.6984,0.9575,0.9848,-0.407,-1.3372,2.5627,0.9109,1.1108,-1.0551,0.9531,2.3729,2.0448,0.6711,-2.4263,2.0733
199405,0.0031,0.5036,0.9138,-0.4997,-1.3328,0.379,0.9812,-0.459,-1.384,-2.5116,-2.2543,-0.3517,-0.8016,-0.1159,-1.2813,-3.3745,1.3797,-0.1054,1.7646,-1.8045,0.1007,3.0652,0.8014,2.5864,4.955
199406,-0.9909,-0.4664,-2.8461,-2.1253,-6.1331,0.4372,0.1168,-1.2436,-3.4826,-5.2738,-0.4505,-1.7526,-2.4021,-2.8945,-3.6136,-1.2828,-1.8119,-1.8806,-3.1917,-5.3675,-1.5792,-3.0613,-2.0314,-3.3434,-3.0332
199407,0.013,1.4024,0.2597,1.2285,1.2051,0.3774,1.2154,2.6953,2.1799,2.7027,2.8168,2.3579,2.8183,2.1295,3.1727,3.0074,3.8356,2.6513,3.1668,3.735,2.9106,3.2197,3.3847,3.4651,3.5066
199408,0.918,2.9039,2.1185,3.6113,5.2781,2.171,3.8951,4.7617,5.4577,9.5713,2.0031,3.6902,6.093,8.7544,9.0791,0.8787,3.6291,5.2705,7.5453,8.1104,1.3749,6.544,2.882,3.2172,7.4951
199409,1.3097,1.2357,1.5983,-0.0179,2.0932,1.1911,-0.8617,-0.7923,-0.6943,-0.4483,-1.013,0.6805,-1.6935,-0.626,-0.9588,-2.4139,-1.7955,-1.6226,-2.3046,-2.5673,-1.3994,-1.1157,-4.4571,-3.1983,-5.9499
199410,-0.0877,0.4992,0.617,0.4635,-0.3988,-1.5156,-0.9195,0.5837,-1.4417,-0.5838,0.7058,0.165,0.4559,0.4062,0.6571,1.6817,2.0182,-1.0901,-0.8555,1.0315,2.9334,1.6346,2.8728,1.7773,4.6623
199411,-3.2914,-3.1116,-3.6328,-3.7995,-2.9895,-3.6827,-4.1522,-3.101,-2.8472,-3.8809,-6.1789,-4.7383,-2.4063,-4.5076,-4.987,-3.3831,-3.9993,-4.6883,-3.8012,-3.9984,-3.31,-2.0278,-4.7903,-2.6991,-5.7969
199412,-0.9127,0.3301,-1.0917,-0.3851,-1.1546,1.1509,2.0082,3.3383,1.2037,1.0291,2.0027,2.8749,2.5938,3.5348,1.3913,0.4161,1.8923,0.9225,0.5036,1.8975,0.9615,1.8535,2.0628,0.3198,-0.6394
199501,0.4263,2.5377,2.0481,3.4219,3.2343,-1.4581,-0.3161,-0.4578,-0.1885,-0.387,-0.5274,0.2517,0.2264,-0.4036,-1.1803,3.0225,1.2865,1.2683,1.5993,0.5776,3.9278,2.1846,2.5347,3.3906,3.8893
199502,1.705,2.4839,3.6257,2.4268,3.1525,2.4958,2.9578,3.6987,3.3614,5.5246,4.3062,5.3164,5.5975,5.2437,6.3522,3.0401,3.153,4.742,5.3167,6.0266,2.221,3.6343,3.8433,6.2899,6.9412
199503,1.3662,1.1268,1.6292,1.0375,0.2741,2.3545,2.07,4.2157,0.9821,1.5946,2.3902,1.1142,0.8752,3.2727,3.0119,0.0327,2.5885,3.8109,2.2855,3.134,2.2538,3.8428,2.3906,2.6049,1.4929
199504,2.9328,3.2462,2.7175,3.1756,2.9675,1.3662,2.7619,2.8989,3.3457,2.0554,2.8181,3.1002,3.1021,1.0249,-0.2656,2.642,1.8194,1.9707,2.1238,1.359,3.7754,2.7689,1.3112,2.5754,4.336
199505,1.2467,2.5235,1.4943,2.4831,3.1901,2.4075,2.2432,1.4559,3.0206,1.4468,2.1494,1.2829,0.8774,2.2986,1.8093,3.9574,2.6679,1.8537,1.2477,3.8292,2.7589,4.7874,3.836,5.0223,5.9053
199506,3.9165,4.5901,4.4707,5.9331,9.3097,2.7231,3.0844,5.4306,4.5338,8.1216,1.9886,1.643,4.1943,3.3307,7.2224,-0.367,4.2857,3.2466,5.0582,6.7791,0.0751,2.6566,2.2596,5.0652,5.6426
199507,3.5816,4.763,4.3006,5.1742,7.672,4.3988,6.0971,3.7446,7.3547,7.5682,2.9283,2.9439,5.6564,5.9831,9.7503,1.4746,3.1397,4.5772,6.6774,9.5137,2.6095,2.4695,3.3766,5.2766,5.3217
199508,3.9097,4.0751,3.7458,4.4191,5.9643,1.8335,1.6263,2.8147,1.8593,1.8235,3.3805,2.6971,2.2437,1.0646,0.3997,0.5892,1.1775,1.7317,2.1336,1.9754,0.4889,0.0221,-0.215,1.5402,2.6445
199509,1.3974,2.9513,2.059,2.2235,3.6759,2.8711,1.6829,2.4564,2.2196,0.6393,3.4896,0.9896,3.4067,1.8798,-0.6396,3.6691,1.5082,1.9456,1.9786,2.4447,4.8374,5.7367,3.6679,4.5342,3.5166
199510,-3.0552,-3.279,-3.2048,-3.9854,-6.8168,-5.484,-4.6125,-5.5921,-5.6261,-8.5163,-2.5797,-2.7161,-3.562,-3.5138,-4.9645,-0.7683,-2.019,-1.9189,-4.0155,-2.8354,1.4496,0.5935,-0.5822,-4.0475,0.1702
199511,1.5235,1.4295,2.7482,2.0302,1.2792,3.65,4.5419,4.455,3.7266,5.5532,4.4367,5.3772,3.8571,4.1609,5.1162,4.3549,5.2912,5.5567,5.4067,2.23,3.149,5.9275,5.1696,5.1635,1.7388
199512,2.5318,2.1266,1.1126,0.701,4.0164,3.9105,1.6942,2.3743,2.6539,2.779,4.7237,4.3241,1.9389,2.7272,-0.3262,3.4375,1.1437,0.7785,-0.3157,-4.1233,4.2791,2.0298,1.6215,0.5349,-3.3017
199601,0.9804,0.3309,0.1176,0.4278,1.4811,1.0557,-1.1153,-0.6406,0.7216,0.4881,0.8155,-0.0542,1.1314,-1.0082,-0.5123,0.4973,0.6483,2.4605,3.0396,1.8881,2.835,3.8496,3.484,4.6905,3.0588
199602,2.3231,2.8257,2.0744,3.1357,4.3732,2.8441,2.2787,1.9902,4.67,3.201,0.9659,2.4736,3.4726,3.7719,6.1022,-0.3937,1.6621,1.7654,2.4077,3.7246,-1.3249,1.1534,2.2367,2.2438,4.9522
199603,3.0373,3.0759,2.6173,2.6038,1.8266,2.2982,1.2436,2.8573,1.0144,1.6773,4.9598,2.2721,4.5963,2.2022,1.0684,0.3156,1.8472,1.134,2.5626,-1.2036,-0.2911,0.3981,2.7798,1.659,-0.1776
199604,4.8175,5.2205,5.4299,9.3631,9.6598,2.8159,4.2884,4.2259,5.0798,9.9334,3.2275,1.1752,3.5382,5.7753,3.9631,1.9773,1.9738,2.4895,2.4306,7.212,0.7733,0.1425,1.5488,1.4357,5.0513
199605,5.9571,5.2534,7.3476,7.063,7.8231,2.4518,3.6939,3.9039,5.2043,7.8569,1.8362,-0.1636,2.2229,2.8673,5.3279,0.3339,0.2803,0.4621,1.8195,3.2847,0.8255,3.682,3.6797,2.0585,2.6046
199606,-3.7441,-3.0988,-2.7495,-4.8759,-6.8729,0.3955,-1.229,-2.527,-2.7072,-8.5309,0.6128,-1.4449,-2.0809,-3.6141,-6.7592,3.6454,-0.1142,-0.7648,-2.9265,-6.3782,1.8328,1.2429,0.4464,-1.8104,-1.3181
199607,-5.6279,-5.0999,-5.3843,-6.9878,-11.403,-6.94,-7.1325,-7.0941,-7.5613,-13.8717,-4.4908,-5.6322,-6.7665,-9.1244,-10.6267,-6.0917,-5.1068,-4.8171,-5.9094,-7.1079,-3.0645,-5.149,-4.4693,-4.9169,-4.2366
199608,3.3957,1.7368,3.7551,3.506,5.1829,5.0275,2.8763,5.5689,5.5691,7.0602,5.5662,4.5281,6.1596,7.7424,9.5637,5.768,5.2013,4.6212,4.7871,6.7957,1.136,2.4346,2.7779,1.9014,2.3871
199609,2.3807,1.6255,2.8558,2.7387,2.8792,2.4819,2.4169,1.5264,3.717,5.1626,1.7134,3.9708,4.2774,4.7642,5.2695,2.6977,3.9238,5.0272,4.7331,6.8515,3.5502,4.3034,5.7301,6.4618,12.186
