Year,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
200503,-2.103,-2.9751,-0.4897,-2.1366,-5.7871,-1.8265,-1.619,-0.5406,-3.0702,-3.7071,-1.8497,-0.0569,-2.5411,-2.5542,-2.3597,-0.3137,0.7002,-1.3619,-2.3508,-2.4551,0.2595,-2.9126,-2.0478,-2.0483,-1.5505
200504,-4.111,-3.3205,-5.5959,-5.8113,-8.1815,-4.9512,-4.9265,-6.3604,-6.0537,-7.6229,-3.4993,-3.6945,-3.2933,-5.4383,-7.4197,-1.8956,-2.0362,-4.1398,-4.5228,-6.1258,0.5558,-1.7861,-1.68,-1.9623,-4.3146
200505,3.1148,5.1553,4.7288,5.5255,7.2228,6.1598,7.0895,6.298,5.3577,9.6095,4.6637,4.8507,3.4549,6.9999,8.5371,3.2746,4.1089,5.4662,6.6109,8.9889,1.5162,1.738,2.5037,3.8777,7.993
200506,3.2283,3.7143,4.8378,4.5404,4.5229,6.2157,5.5525,3.4466,3.5942,2.1078,3.1073,2.5906,3.559,2.5847,2.3197,2.4563,1.8492,3.3534,3.6369,1.1157,-0.0424,0.8579,-0.0335,-0.4387,-1.0515
200507,5.0813,5.0012,5.7474,7.95,8.9236,5.4844,5.2279,7.0324,7.366,8.1053,3.8633,4.0358,4.798,5.6686,8.175,3.7078,3.3433,7.2533,5.848,7.8595,1.4235,3.6444,4.2105,5.4268,5.5071
200508,-1.1884,-2.2515,-0.229,-1.3564,-1.5789,-2.9127,0.1151,-1.4974,-0.5622,-2.5192,-1.2489,-0.2775,-0.5156,-2.6254,-1.1697,-0.2135,-1.2782,-1.2704,-1.0709,0.1251,-2.0719,1.1136,-0.5653,-1.0919,-2.2924
200509,-0.0976,-0.5285,0.6836,0.1523,1.257,0.1029,0.6787,1.9676,-0.3884,0.6884,1.1466,0.6365,0.112,0.7843,-0.6721,0.8535,0.0019,0.2618,2.2928,2.5068,-0.3154,2.0993,0.505,1.3438,0.218
200510,-1.908,-1.2657,-1.7631,-3.536,-4.0837,-1.4664,-2.9896,-2.8341,-2.4835,-3.8156,-5.0987,-1.6361,-2.5674,-2.584,-3.9384,-2.1693,-1.929,-2.0437,-3.1221,-4.0773,-0.9786,-2.7027,-0.6546,-0.1804,-2.8039
200511,3.4546,3.5662,2.3849,5.3021,5.218,4.2205,2.0608,4.3854,4.86,7.131,3.3478,3.5743,6.0341,5.8495,8.1027,2.7831,2.7409,5.5856,5.0382,6.1588,1.6552,2.8752,4.5192,5.4914,6.031
200512,-0.232,-0.1375,-0.1811,0.9965,-0.6198,-1.1657,-0.2311,-1.7575,-0.2741,-0.0019,0.0011,-1.2039,1.272,0.7633,2.6506,0.337,1.3582,0.0409,1.2877,2.2708,1.628,-0.2045,-1.3993,0.6089,-2.5303
200601,5.1757,5.9478,8.5117,9.9605,11.4487,8.1932,7.5534,7.9429,8.2269,10.6965,3.9898,6.4242,5.728,7.0981,10.616,2.9934,3.3964,4.4166,7.5426,7.2022,1.8974,2.5525,1.6876,3.8936,0.9033
200602,0.1657,0.8304,-1.5873,-0.8014,0.7691,-1.4342,-2.7165,-1.0006,0.6251,0.4074,-0.7051,-0.8361,-2.022,0.4204,0.1515,-0.0046,-0.8162,0.0699,-0.7613,1.2156,0.133,-0.3326,0.3591,0.6524,0.0634
200603,4.1333,4.0141,4.6339,6.5178,5.5464,3.3844,3.5204,4.9769,6.3664,5.2297,3.4402,3.5652,2.7597,3.9366,5.2296,2.0852,1.1655,4.3826,4.9475,1.7996,0.0118,0.9657,1.9024,2.6533,0.7727
200604,0.2714,-0.7747,0.7167,0.8551,-0.7016,1.1369,0.6429,0.2601,1.4363,0.4067,-0.9424,0.8063,1.9156,0.4939,-0.5379,-0.3285,1.0116,0.8879,2.5565,1.8571,1.1671,1.9923,-0.1292,2.8347,-0.0507
200605,-2.7479,-2.8916,-3.3839,-4.7723,-8.3306,-3.8654,-2.507,-5.8693,-5.4696,-6.6582,-1.9219,-2.5314,-4.4367,-4.2154,-8.6367,-2.5026,-1.9587,-4.1798,-3.1936,-6.1049,-1.0029,-1.7102,-2.8686,-4.3789,-4.9147
200606,-0.0447,1.4482,0.0375,0.4218,-1.8492,0.0348,1.5235,-0.0754,-0.6895,0.3722,0.8708,0.6608,-0.8917,-0.8564,-1.3796,-0.618,1.3474,-1.137,-0.37,-2.6281,0.5524,0.8646,0.0326,-0.567,-0.8732
200607,-0.2004,-2.572,-3.0201,-3.144,-5.7182,-0.2452,-1.8581,-4.4153,-3.6324,-5.6376,0.0902,-1.5834,-4.4994,-3.2156,-6.9591,0.3158,-0.5474,-2.0051,-6.821,-7.4914,3.3479,0.5359,0.2511,-0.386,-5.6465
200608,1.7362,2.5178,2.9352,2.2969,3.9752,1.7679,3.0409,2.0514,0.9528,5.1095,1.6288,0.0375,4.2956,2.314,3.7455,2.0076,1.1041,2.1221,1.0328,3.8787,2.4365,1.1746,2.237,1.7105,8.0455
200609,0.4968,0.6708,0.3739,1.0439,0.4474,1.5366,1.112,0.4188,2.2089,1.71,0.8888,-0.1835,1.3648,-0.4516,2.8001,0.9157,2.7015,0.7066,2.0278,2.3487,2.0412,2.5332,0.7054,5.6401,2.7398
200610,3.6881,5.0989,6.7657,5.281,7.1078,3.3227,4.7478,5.291,6.0773,6.0471,2.796,4.2498,3.9682,5.6413,5.5328,2.8423,2.2214,4.4242,4.6531,5.6264,2.6169,3.6059,3.1575,4.1165,1.4265
200611,1.3297,1.3997,3.3632,1.5436,2.4902,1.4593,2.1758,3.2295,3.9317,2.5765,2.7027,4.2699,3.6201,3.963,4.9449,2.3295,2.1416,4.6883,4.681,4.4191,0.7509,2.3254,1.0014,3.4183,1.5864
200612,2.5908,1.763,2.6054,1.6777,1.3534,0.1113,0.3271,-0.2677,0.1594,-0.9076,0.6271,-1.449,-0.5569,1.0837,1.3788,0.6521,0.6777,0.6964,-0.2158,-0.5759,1.1466,1.5034,3.1002,1.9283,-0.8273
200701,0.3447,0.7801,0.3846,0.8447,2.0522,0.4738,1.2604,2.7095,1.9789,2.1584,0.888,3.2512,3.9607,2.7443,4.0652,1.1525,2.6107,3.4623,4.667,4.692,0.8756,0.4679,1.916,2.1999,4.0014
200702,-1.8442,-1.4084,-0.9399,0.5508,0.0349,0.0236,-1.3913,-0.143,-1.2712,0.1376,0.7853,-0.0082,0.6554,0.1013,1.6478,-0.5186,0.5057,-1.0625,0.3276,0.9837,-2.265,-2.3508,-1.2182,-1.7403,-2.1523
200703,0.6476,1.8576,0.9873,0.5341,0.6358,-0.7883,2.2971,1.7978,-0.0106,0.2405,1.9979,1.7357,1.5512,1.827,2.5373,0.9846,1.218,0.9328,0.472,1.0872,0.5206,2.0062,2.2885,0.1932,0.2893
200704,-0.89,-0.3876,2.3208,1.7276,2.3963,0.1069,1.1321,1.0093,2.1789,3.2704,1.9122,3.1925,3.2703,3.8715,5.1181,4.1491,2.9353,4.2469,6.8114,3.7674,4.2769,4.2288,4.1899,4.7564,5.775
200705,1.2835,3.6536,2.762,4.6092,3.4516,1.9471,3.4811,4.2986,3.6763,3.6299,3.7763,5.0361,4.8524,7.8288,6.2394,2.8451,3.2013,4.2738,5.2418,4.3285,2.4638,3.8006,3.0021,4.6383,5.1915
200706,-0.1491,0.0229,-0.524,-0.6001,-0.1404,-3.3779,-2.1515,-1.8851,-1.9911,-1.4433,-1.1087,-0.5965,-1.7218,-0.9862,-0.5384,-1.6001,-1.8042,-2.4473,-3.7812,-1.505,-2.2971,-1.0527,-2.5008,-1.3946,0.6563
200707,-6.3739,-7.5745,-7.1379,-6.2603,-6.558,-5.8037,-7.0158,-6.2377,-6.7728,-6.049,-4.476,-5.9885,-4.8094,-4.9091,-4.9563,-3.7853,-4.0385,-5.0807,-6.8637,-3.9575,-2.7481,-2.9703,-3.1408,-1.9472,-1.746
200708,3.2129,1.5509,1.0778,-1.072,-1.6747,6.5494,3.7292,1.8611,1.2118,0.1969,2.0737,1.5567,-0.2945,-0.537,-0.8954,1.3249,1.3039,1.3564,-2.2432,-2.0507,2.4316,1.5123,1.2558,2.3391,-0.1549
200709,-0.4426,1.7662,0.3672,-0.0342,2.0595,-0.0684,-0.8739,1.1285,1.8497,2.1654,1.7658,1.9152,3.2494,2.8324,2.1254,2.9796,4.0301,2.5508,0.1179,2.456,3.1744,4.0567,4.1098,4.0892,7.4397
200710,-1.3429,0.055,0.8249,1.1168,2.4757,0.5968,0.4179,3.2594,1.8353,3.7834,1.6004,1.7139,0.9559,3.7132,4.9983,1.498,0.9753,1.581,1.0701,2.3923,1.7866,2.3122,1.6538,1.9735,3.0036
200711,-6.3019,-7.2787,-8.009,-7.7863,-10.4411,-4.5707,-5.8004,-6.7304,-7.113,-8.3136,-3.7408,-5.1926,-3.5347,-7.809,-8.119,-4.5488,-2.8241,-6.1084,-6.926,-6.7891,-1.4307,-4.9877,-5.0365,-4.1377,-7.4696
200712,-2.2406,-0.526,-0.6001,0.3139,-0.8539,-1.578,-0.1299,-0.9437,1.4907,0.528,-0.6642,-0.874,-0.406,-0.4226,-3.069,-0.2499,-0.8255,-0.9861,-1.1217,-1.9378,-2.0896,0.1025,0.992,-0.1747,-0.5067
200801,-3.9392,-4.0513,-6.9568,-6.7864,-9.8751,-2.4024,-3.1956,-4.6785,-8.1055,-9.7722,-3.2035,-3.0768,-6.2961,-5.0794,-8.651,-3.3937,-5.3398,-5.8917,-4.4399,-8.0388,-3.6447,-6.123,-5.7936,-10.4949,-5.5609
200802,-4.0711,-3.7968,-5.8573,-4.1042,-3.3083,-6.3581,-2.2396,-1.9823,-1.4141,-2.476,-4.4779,-0.6222,0.6054,-3.6608,-2.4121,-2.7794,-1.1997,-3.2547,-2.6237,0.3315,-2.8521,-3.0776,-3.2272,-2.6425,-3.429
200803,1.2945,2.7411,-1.6314,0.0819,-1.9844,2.9069,3.374,1.7557,1.7744,-1.5519,-0.3601,1.5249,1.0777,-2.3619,-3.8528,-1.6395,-0.368,-0.8224,0.0062,-3.2693,-0.0436,-1.3953,0.3839,-0.871,-1.9233
200804,0.3419,-0.9717,0.4841,3.1595,2.8297,0.0779,1.8204,3.7917,3.1977,5.5181,4.4687,7.692,6.7562,9.2153,11.1989,4.3819,4.5495,7.6974,4.6138,6.989,1.1483,5.4728,4.3954,7.4615,10.5756
200805,1.4172,2.8889,3.6331,3.9804,5.1203,1.4669,4.8474,5.5177,5.8664,8.4561,2.5738,3.8524,5.07,6.8678,6.8329,3.8338,3.6851,4.0816,4.5074,6.8607,0.3487,0.5452,2.1101,2.9324,1.5272
200806,-11.0563,-9.9879,-9.8988,-8.1941,-8.0112,-8.8133,-6.3469,-5.9033,-6.036,-8.6811,-8.353,-7.4667,-5.8217,-7.0044,-9.1159,-7.3346,-6.461,-7.6721,-9.409,-10.1138,-8.304,-7.2265,-8.1171,-9.4044,-10.0209
200807,5.4472,4.6907,6.1302,7.2901,5.123,2.9293,5.7154,4.6061,4.3835,5.5013,1.6086,2.0001,2.4994,-0.142,0.1316,-2.9708,-5.3626,1.3446,-0.6021,-4.0243,-0.8589,-0.164,-0.903,-1.1218,-5.4807
200808,1.4819,2.1733,3.3525,5.8497,5.5893,2.5792,3.8886,5.1696,5.1817,8.4965,2.3369,4.3339,2.8377,4.8631,3.0128,0.3394,3.017,2.6368,2.0824,2.7798,1.3918,1.1801,2.0687,-0.4041,-0.8738
200809,-3.9858,-0.9946,-5.7563,-6.8726,-13.366,-3.6914,-0.9028,-3.6435,-9.0718,-11.7733,-4.4987,-5.8539,-9.4823,-9.4716,-18.5284,-7.4547,-10.613,-11.4835,-15.2271,-16.5394,-4.3725,-5.1773,-10.6922,-17.1665,-22.1107
200810,-16.5298,-15.4685,-18.7477,-20.4235,-24.538,-16.8226,-17.5843,-20.8874,-22.5102,-24.5475,-16.9686,-16.2162,-18.1528,-22.4987,-24.1245,-17.5454,-19.0071,-20.1161,-25.2159,-27.5697,-12.4439,-15.5118,-17.946,-24.4834,-20.0172
200811,-11.465,-10.6893,-14.3553,-15.2985,-16.1064,-9.3028,-7.5356,-8.1383,-12.3982,-16.0895,-5.734,-7.3436,-9.5504,-12.5178,-12.891,-5.6049,-9.4509,-10.8656,-8.3785,-13.193,-2.6301,-8.5821,-9.3285,-12.9721,-16.0336
200812,2.2759,1.4128,3.0659,4.6024,5.3027,4.8667,5.1571,8.5511,5.9146,5.4607,1.4897,2.8821,5.7964,4.4456,9.0501,0.1421,2.6722,3.6699,5.878,9.5174,-0.1065,0.8534,2.8615,1.7117,0.8788
200901,-13.1392,-16.3451,-13.8743,-13.8889,-7.9134,-14.8142,-11.3382,-13.1064,-9.5254,-8.5721,-8.418,-10.5263,-8.8246,-7.6441,-8.274,-4.1477,-8.4011,-8.1818,-6.5352,-5.1178,-8.4508,-8.055,-7.8771,-8.4911,0.8307
200902,-10.6637,-13.0102,-12.7815,-15.266,-12.749,-11.1272,-12.0338,-13.1083,-11.6145,-13.0259,-9.7289,-10.5233,-11.7461,-8.2993,-8.3675,-7.8191,-11.4157,-6.5736,-10.7048,-10.8263,-10.0269,-10.5718,-10.1722,-10.6687,-1.4623
200903,8.06,11.7404,7.2033,11.4122,10.5784,5.4261,8.4726,11.295,10.9334,12.2083,8.1304,8.5451,8.2961,11.318,11.4048,5.3637,8.894,9.1236,9.612,11.102,5.7397,8.0355,11.6886,15.6051,11.7828
200904,16.2479,12.7967,15.6699,19.4465,20.2032,13.2307,9.2235,13.1909,16.7072,22.3595,8.2624,11.7413,13.9655,20.0722,22.4188,7.4564,12.9631,12.3516,16.9198,16.767,3.7215,10.4134,10.5865,14.7905,20.831
200905,1.981,1.1065,4.1989,4.518,7.1565,-0.6524,1.6929,1.0435,2.8326,6.9301,0.7379,3.7492,2.0122,0.9546,2.0833,4.8422,5.4649,1.926,4.4568,4.9989,6.2628,4.0361,5.0411,5.4878,6.889
200906,3.1961,1.6514,2.8554,5.2134,5.0059,0.9284,0.9265,1.3489,2.2835,1.145,1.9815,0.5211,-0.4917,1.2854,0.7782,2.0671,-0.2418,0.9874,-0.0956,0.8622,-0.5093,-1.0079,2.3291,0.2623,2.3985
200907,4.9517,7.0717,11.283,11.1591,14.9366,7.6206,10.0346,7.0121,12.2879,18.2305,5.8967,7.5966,11.5569,10.9685,16.8977,5.1513,6.3671,9.6266,13.1042,13.2059,4.6099,7.9599,8.0091,12.2248,14.7619
200908,-0.6441,1.067,5.1674,6.7594,13.8077,-0.3826,1.2857,2.8346,8.5861,7.7084,0.2057,2.1896,3.0658,5.0646,8.6037,3.2357,2.9178,3.6194,4.7216,13.7517,0.9508,3.2728,4.3974,3.2238,15.5466
200909,1.1001,3.0754,8.1216,7.2904,11.0184,4.6759,3.9954,5.6076,7.0359,12.2571,2.7171,6.5563,6.2564,6.2606,10.263,3.1833,5.2329,7.4442,8.7305,11.1774,2.0044,2.481,5.8162,7.795,0.8395
200910,-7.4358,-6.4537,-8.6167,-9.0991,-9.9616,-5.2176,-6.6192,-5.5733,-9.2506,-11.7169,-3.1251,-5.333,-6.0943,-6.6375,-6.3641,-4.0822,-4.3915,-3.3402,-5.2817,-7.264,-0.1892,-1.5323,-1.4169,-2.0317,-10.4241
200911,-1.0864,0.6723,1.2498,3.4488,2.2852,2.263,1.7455,2.731,2.6225,4.9874,2.554,3.2264,5.0494,4.1938,5.0805,4.676,3.9218,2.8644,4.1764,7.1608,6.3072,5.3456,6.2208,6.0293,10.5825
200912,4.1779,6.6853,8.7066,8.571,10.0863,7.814,9.0407,7.7045,8.3188,13.7504,5.6033,6.8933,8.5126,5.8981,9.3154,4.133,6.3312,8.2109,7.0584,5.9922,-0.2219,3.0147,1.5865,4.4758,-1.2634
201001,-1.7724,-2.9913,-3.6192,-2.0567,-3.0119,-2.6488,-1.3698,-3.564,-1.6012,-4.8111,-1.257,-2.8971,-4.4136,-3.1678,-4.8696,-0.7132,-2.5539,-5.5067,-4.3987,-6.4993,-2.4284,-3.5576,-3.6996,-5.8852,-2.0824
201002,3.268,4.4307,3.6919,5.6744,8.426,3.8307,2.321,3.9596,4.3009,6.0059,3.7844,5.4118,4.4172,4.8732,9.3513,5.0016,4.4784,5.7574,5.6348,7.5827,0.9247,4.1073,2.1756,5.8456,6.2973
201003,6.7604,6.326,8.8181,8.546,10.108,9.3147,6.9242,6.0626,8.4267,10.0461,7.3384,8.0233,7.4815,7.3507,10.0966,6.1528,6.4767,8.0193,7.5907,12.8369,3.5214,4.7496,8.4716,8.4123,9.8083
201004,6.3726,7.8474,9.4673,8.1483,11.7937,4.1034,6.1395,5.1722,7.3479,6.0248,3.7862,4.0985,3.8035,6.5122,4.8669,3.1413,3.4233,3.1392,6.1898,6.8343,-0.0446,0.6919,1.6222,3.3271,4.5118
201005,-5.8857,-6.3836,-8.4205,-8.4135,-10.5879,-7.4248,-7.1903,-6.1822,-9.2608,-10.5151,-6.41,-5.4651,-6.368,-9.5173,-9.0808,-5.1873,-5.2092,-7.6271,-8.4976,-10.8816,-6.4418,-8.126,-9.3081,-7.9865,-11.9306
201006,-4.3305,-6.469,-8.4876,-8.0877,-12.6503,-3.7682,-7.8349,-5.7537,-10.7093,-12.3934,-4.6953,-5.46,-7.7937,-8.8457,-11.0752,-3.747,-3.5311,-5.9572,-10.0351,-13.0508,-2.7708,-5.2265,-7.566,-6.7035,-7.5207
201007,5.1965,5.1504,5.012,7.483,8.7828,5.0305,4.986,5.5782,10.6906,10.1232,5.398,4.5376,6.0318,9.6054,11.3863,4.9362,5.8165,6.4089,9.841,13.5486,5.2579,6.63,8.7102,8.3186,12.046
201008,-6.7793,-8.1959,-7.9744,-10.3061,-11.3823,-7.298,-5.7039,-6.6417,-6.9043,-10.0942,-5.5355,-5.3938,-5.7483,-5.6267,-8.8702,-2.2936,-3.102,-6.7036,-6.8606,-7.6192,-0.2924,-6.5567,-6.7495,-6.2936,-9.325
201009,7.0351,10.1755,13.8776,13.2437,16.6373,9.6913,11.9087,14.5478,12.4265,18.4604,9.2517,11.3338,12.337,14.9668,16.6223,8.0199,8.9807,10.6927,14.1177,14.7128,6.1447,9.7876,11.8759,10.6345,8.6587
201010,3.8555,5.3116,6.576,5.5041,4.7554,0.9288,4.4263,4.1409,2.4989,4.2499,1.3924,3.5411,6.0248,4.239,5.9166,2.3172,4.0941,2.7772,4.7434,4.0307,2.8795,3.3536,5.9859,2.5266,8.1465
201011,2.0642,2.2215,2.8599,4.2369,6.7502,2.8808,2.4808,3.9179,2.5479,7.5068,1.7304,2.5513,2.7292,6.2977,6.5571,1.6892,2.3609,2.6232,4.4713,3.7608,-1.1662,-0.6822,0.513,2.0265,3.3416
201012,6.6988,7.5859,9.9218,10.6109,10.7341,7.376,7.8479,7.6906,9.6465,9.5383,7.202,6.8287,6.2845,6.5871,10.2713,4.602,5.3122,7.1649,8.7943,11.189,4.357,6.5501,8.1518,10.3956,7.9089
201101,-1.3723,-2.5261,-0.8091,-0.488,-1.1373,-2.9005,-0.1352,1.577,1.1127,3.6522,-0.6982,1.9174,2.2545,2.8474,0.517,1.3646,2.3582,1.7546,3.1173,3.6276,1.0329,2.3448,3.9751,3.3063,2.011
201102,3.3035,3.3624,5.7938,4.5089,6.6419,3.6282,5.2299,5.0227,6.146,9.9279,2.3447,3.3536,7.8595,7.3154,7.912,4.69,2.9951,5.3237,4.6962,2.0646,3.3003,2.1534,4.1811,4.1756,1.1958
201103,2.9694,4.2481,1.8955,3.6326,2.1734,2.3473,2.6785,3.7049,2.5734,1.1214,3.243,2.8465,3.6028,4.0818,2.5187,2.4557,2.7732,1.4757,1.2229,2.1267,1.1587,-1.1167,-0.5466,-0.2113,-2.2299
201104,1.5968,1.3814,1.7122,1.2991,1.1906,1.3467,2.1836,2.4514,3.4668,1.8928,2.8452,4.4101,2.9672,2.838,4.8762,2.4639,3.1216,3.6372,2.9309,1.0906,4.0653,4.5643,0.1221,1.419,5.3988
201105,1.0667,-2.141,-2.9572,-2.6676,-4.9444,-0.5103,-2.1225,-1.2324,-2.4755,-4.05,0.1917,-0.0352,-1.927,-1.402,-5.0465,1.5077,-0.0016,-1.467,-2.0243,-1.1046,0.4727,-1.7518,-2.4009,-2.5611,-4.904
201106,-0.9685,-3.2456,-4.0394,-2.4693,-3.9172,-0.3644,-1.9171,-0.2877,-2.3624,-2.5673,-1.6109,-2.2441,-2.3274,-0.2498,-1.6396,-0.5102,-1.0772,-2.0487,-4.6775,-2.7141,-1.5501,-1.4626,-2.1355,-1.4671,-1.0034
201107,-1.9992,-2.0281,-2.4853,-2.6015,-3.6043,-2.8364,-3.9002,-4.889,-3.6527,-4.0768,-2.9261,-3.0814,-4.751,-5.1968,-5.1359,-2.4879,-3.5029,-3.8412,-4.0903,-4.0177,-2.4084,-1.7923,0.097,-3.3047,-3.6374
201108,-7.5949,-9.3806,-10.212,-11.8891,-13.4902,-4.1391,-8.8942,-9.2456,-10.4456,-14.8216,-4.0149,-6.4393,-6.2053,-11.4987,-14.685,-2.0467,-4.0725,-7.7325,-12.0327,-19.1097,-0.832,-5.796,-7.1153,-10.909,-11.2453
201109,-7.1303,-9.1087,-10.7285,-12.2313,-16.2465,-7.1131,-9.6069,-10.1255,-13.6204,-16.8525,-7.9301,-7.5301,-11.243,-14.7875,-17.5056,-5.3079,-7.5982,-10.4904,-13.6879,-17.2515,-2.6377,-5.7643,-9.3806,-13.631,-15.5476
201110,11.2653,13.1036,10.7774,14.4811,17.7331,11.7208,14.7337,16.9283,18.3812,21.9787,10.3805,12.1043,16.8301,18.9595,20.8165,8.8626,11.3713,16.3594,17.7789,23.2819,5.6733,11.3432,12.9233,16.842,19.7777
201111,-0.1446,-1.9077,-3.0132,0.1887,-2.2497,-0.1921,-0.4707,3.2411,-0.4265,-2.9193,0.6181,0.9143,-1.1226,0.3712,-1.2919,1.4538,-0.6085,1.6043,-1.5418,-2.944,1.3834,0.391,-1.3802,-3.1598,-4.695
201112,1.7149,1.3747,1.2601,-0.2061,1.9633,0.2417,0.6148,-0.3654,1.8754,-0.0158,1.1957,1.7028,-0.3169,-1.7403,-2.5945,1.7189,0.2943,-2.1763,-2.1255,-2.2354,3.2762,-1.1231,0.8458,0.2193,-2.0812
201201,6.6585,8.1426,9.0987,11.708,9.1632,4.8127,5.8601,8.0486,5.453,11.2053,2.6682,3.9988,6.7996,8.1843,11.342,3.2907,4.3714,5.9966,8.8386,13.9407,-0.1253,6.7955,6.5783,8.3202,12.3587
201202,-0.2624,1.6926,1.9,2.2421,2.9883,2.2633,2.3635,4.4673,4.9973,3.6918,1.1911,4.2811,3.8604,5.9807,6.5696,2.823,3.4735,4.2917,7.2707,6.1134,1.9408,5.0056,7.2702,5.2428,6.7529
201203,4.3308,2.8548,5.5085,3.8795,3.5501,2.7577,2.3679,3.164,2.4052,1.8724,2.1333,2.2586,1.8821,1.1806,-0.8794,2.9734,2.7441,1.0901,0.3347,1.8645,2.5063,3.7516,4.3162,2.3502,5.2905
201204,-1.6711,-1.6666,-0.5353,-2.7645,-2.49,0.7283,-1.7241,-2.2647,-0.9436,-4.9113,-0.9705,-0.0276,-2.3101,0.2404,-2.1336,2.4255,0.4079,-1.3039,-2.6811,-1.4024,0.5983,-0.8622,-1.7284,-2.2534,-1.6336
201205,-3.3405,-5.3831,-8.178,-9.6609,-7.8741,-4.1607,-3.9166,-6.1303,-8.3543,-11.6591,-4.0481,-3.7306,-7.4486,-8.2752,-11.7313,-3.0106,-4.4858,-9.8494,-12.3034,-13.5845,-1.9013,-8.1876,-6.4585,-8.0129,-13.8118
201206,6.7089,7.3904,5.0734,5.9211,4.8605,6.2532,4.5625,6.2609,3.1265,4.045,4.8186,4.4175,1.4412,3.6976,3.0248,2.108,2.8026,1.3287,2.0436,-1.1621,5.2427,3.7411,2.9139,4.7357,1.5543
201207,-1.0669,-1.4856,-1.4197,-1.4629,-3.5907,-1.9996,-1.7904,-0.8563,-1.3405,-1.1385,-1.4525,-1.8405,0.755,-0.1964,-1.3877,0.43,-1.7502,-0.3549,0.6429,-3.3443,2.5279,-0.0475,2.0054,0.0935,-2.9583
201208,1.825,3.001,2.4401,4.4323,4.0948,2.1948,2.2752,2.9862,2.7928,4.4627,1.2201,3.6371,4.0537,4.861,7.6952,1.3468,3.6632,5.889,5.2101,5.2255,-0.3969,2.8578,4.3383,5.1157,7.8509
201209,4.9078,4.9736,3.995,4.888,5.1045,4.8576,3.0678,3.3218,4.2393,4.2756,3.528,1.8503,2.503,2.5416,2.5125,2.1615,1.4986,2.8418,1.7815,2.4192,3.0822,0.7841,3.5977,2.281,3.9467
201210,-1.6363,-2.831,-3.9922,-3.5518,-4.5492,-3.9468,-2.1363,-1.1467,-3.3342,-2.8722,-0.2406,-0.0248,-2.3187,-0.6244,-0.4679,-0.5183,-0.1711,-2.0238,1.9639,-0.2123,-1.4572,-2.1889,-3.9127,-0.4214,5.2354
201211,0.258,0.6519,-1.3098,1.8187,1.1426,-0.3753,-0.2374,1.5004,1.4268,1.1091,0.8867,2.1494,3.9429,2.3644,3.4644,1.4331,2.0773,3.2028,0.5682,1.4625,-0.0216,1.2262,0.2411,2.0076,-1.6507
201212,3.3051,2.9472,5.3653,2.6838,4.3953,1.2814,4.218,4.6115,4.5668,4.5444,0.9505,1.3491,2.4288,4.4135,6.7585,-0.5172,1.7413,1.918,5.1256,5.9702,-1.1451,1.3464,0.6895,3.311,8.357
201301,3.9136,4.2975,5.3429,6.1597,9.4442,4.8229,6.6419,5.7508,7.044,7.4961,5.3737,6.0462,7.0814,6.723,7.739,5.8179,8.9094,8.5818,7.3958,7.4247,5.9199,5.2819,3.3243,5.4493,7.0336
201302,1.7648,0.5169,0.9967,-0.2513,0.0757,1.2161,1.4836,0.8556,3.122,-1.1304,0.9449,2.4501,0.2549,0.3179,0.3667,2.1888,1.0482,1.1908,0.5771,-0.1005,2.4003,0.8909,1.1992,-1.3206,-0.5597
201303,4.9125,4.6097,4.1739,5.6087,6.0249,4.8788,4.398,4.1198,3.826,5.4182,5.3268,5.2105,5.3382,3.551,4.3517,6.5419,5.6534,3.2199,3.7169,3.3629,4.7319,3.2318,2.5232,4.0667,4.7417
201304,0.3233,0.3762,-2.2147,-0.3699,2.1585,0.2895,-2.0408,-0.4435,-1.8485,-0.5947,0.5859,-0.0767,-1.7932,0.4414,-2.8075,1.8119,1.3571,0.1536,-0.1628,1.7977,2.5322,1.8165,1.427,0.2165,3.279
201305,3.5818,3.6963,6.7012,7.2679,6.1976,3.4734,5.0521,7.0317,6.9621,5.1715,3.7441,3.7098,3.48,6.5227,5.8683,-0.708,2.6935,5.6778,5.1095,3.4976,-0.8968,3.8154,5.0764,5.1788,7.6998
201306,0.9296,-0.3861,0.059,1.4812,0.0347,1.4826,-0.7893,-0.524,-0.2132,-1.1891,-0.1033,0.27,-0.8182,-1.4836,-3.3713,-0.4371,-1.4657,-2.3742,-2.2362,-3.4074,-0.6723,-0.5827,-2.2697,-2.2007,-3.0409
201307,7.82,8.5241,9.4129,9.6362,7.6339,6.7879,6.8217,7.9849,7.7751,6.0443,8.3608,7.3747,6.4372,7.9876,8.6653,5.7081,6.0844,8.0661,6.683,6.4508,4.4862,5.3714,5.4828,4.1286,8.1855
